"","ID","RowID","LTARSite.Code","Category","DataSetVariableName","AttributeDescription","Units","TemporalResolution","TemporalResolutionStandard","StartDate","StartDateStandard","StartDateAgCROS","EndDate","EndDateStandard","EndDateAgCros","DateDif_yrs","ResponsiblePersons","StorageFormat","URLdataAccess","LocationIDoutsideNetwork","SpatialRepeats","SpatialDescription","PublicAccess","Network.Category","AgCROS.Table","AgCROS.VarName","NALT.Keywords","subsite","Repo.Name","Model.Name","NALT.Subject","ISO.Topic","Common.Experiment"
"2094","GACP1990",1990,"GACP","Soils","VWC_1_15cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_10","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2095","GACP1991",1991,"GACP","Soils","Dielect_perm_2_5cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_10","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2096","GACP1992",1992,"GACP","Soils","Soil_temp_2_5cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_10","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2097","GACP1993",1993,"GACP","Soils","VWC_2_5cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_10","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2098","GACP1994",1994,"GACP","Soils","Dielect_perm_2_15cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_10","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2099","GACP1995",1995,"GACP","Soils","Soil_temp_2_15cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_10","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2100","GACP1996",1996,"GACP","Soils","VWC_2_15cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_10","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2101","GACP1997",1997,"GACP","Soils","O2_1_5cm_Avg","Soil O2","%","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2102","GACP1998",1998,"GACP","Soils","O2_1_15cm_Avg","Soil O2","%","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2103","GACP1999",1999,"GACP","Soils","O2_2_5cm_Avg","Soil O2","%","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2104","GACP2000",2000,"GACP","Soils","O2_2_15cm_Avg","Soil O2","%","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2105","GACP2001",2001,"GACP","Soils","O2_1_Temp_5cm_Avg","O2 soil temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2106","GACP2002",2002,"GACP","Soils","O2_1_Temp_15cm_Avg","O2 soil temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2107","GACP2003",2003,"GACP","Soils","O2_2_Temp_5cm_Avg","O2 soil temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2108","GACP2004",2004,"GACP","Soils","O2_2_Temp_15cm_Avg","O2 soil temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2109","GACP2005",2005,"GACP","Soils","Dielect_perm_1_5cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2110","GACP2006",2006,"GACP","Soils","Soil_temp_1_5cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2111","GACP2007",2007,"GACP","Soils","VWC_1_5cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2112","GACP2008",2008,"GACP","Soils","Dielect_perm_1_15cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2113","GACP2009",2009,"GACP","Soils","Soil_temp_1_15cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2114","GACP2010",2010,"GACP","Soils","VWC_1_15cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2115","GACP2011",2011,"GACP","Soils","Dielect_perm_2_5cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2116","GACP2012",2012,"GACP","Soils","Soil_temp_2_5cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2117","GACP2013",2013,"GACP","Soils","VWC_2_5cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2118","GACP2014",2014,"GACP","Soils","Dielect_perm_2_15cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2119","GACP2015",2015,"GACP","Soils","Soil_temp_2_15cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2120","GACP2016",2016,"GACP","Soils","VWC_2_15cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_17","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2121","GACP2017",2017,"GACP","Soils","O2_1_15cm_Avg","Soil O2","%","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2122","GACP2018",2018,"GACP","Soils","O2_2_5cm_Avg","Soil O2","%","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2123","GACP2019",2019,"GACP","Soils","O2_2_15cm_Avg","Soil O2","%","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2124","GACP2020",2020,"GACP","Soils","O2_1_Temp_5cm_Avg","O2 soil temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2125","GACP2021",2021,"GACP","Soils","O2_1_Temp_15cm_Avg","O2 soil temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2126","GACP2022",2022,"GACP","Soils","O2_2_Temp_5cm_Avg","O2 soil temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2127","GACP2023",2023,"GACP","Soils","O2_2_Temp_15cm_Avg","O2 soil temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2128","GACP2024",2024,"GACP","Soils","Dielect_perm_1_5cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2129","GACP2025",2025,"GACP","Soils","Soil_temp_1_5cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2130","GACP2026",2026,"GACP","Soils","VWC_1_5cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2131","GACP2027",2027,"GACP","Soils","Dielect_perm_1_15cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2132","GACP2028",2028,"GACP","Soils","Soil_temp_1_15cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2133","GACP2029",2029,"GACP","Soils","VWC_1_15cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2134","GACP2030",2030,"GACP","Soils","Dielect_perm_2_5cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2135","GACP2031",2031,"GACP","Soils","Soil_temp_2_5cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2136","GACP2032",2032,"GACP","Soils","VWC_2_5cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2137","GACP2033",2033,"GACP","Soils","Dielect_perm_2_15cm_Avg","soil Dielectric permitivitty","unitless","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2138","GACP2034",2034,"GACP","Soils","Soil_temp_2_15cm_Avg","Soil moisture temperature","Deg C","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2139","GACP2035",2035,"GACP","Soils","VWC_2_15cm_Avg","Volumetric Water Content","cm^3/cm^3","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2140","GACP2036",2036,"GACP","Soils","O2_1_5cm_Avg","Soil O2","%","1 min","1 minute","5/26/2016","2016-05-26","2016-05-26","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_24","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2141","GACP2037",2037,"GACP","Soils","O2_1_5cm_Avg","Soil O2","%","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2142","GACP2038",2038,"GACP","Soils","O2_1_15cm_Avg","Soil O2","%","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2143","GACP2039",2039,"GACP","Soils","O2_2_5cm_Avg","Soil O2","%","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2144","GACP2040",2040,"GACP","Soils","O2_2_15cm_Avg","Soil O2","%","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","oxygen","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2145","GACP2041",2041,"GACP","Soils","O2_1_Temp_5cm_Avg","O2 soil temperature","Deg C","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2146","GACP2042",2042,"GACP","Soils","O2_1_Temp_15cm_Avg","O2 soil temperature","Deg C","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2147","GACP2043",2043,"GACP","Soils","O2_2_Temp_5cm_Avg","O2 soil temperature","Deg C","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2148","GACP2044",2044,"GACP","Soils","O2_2_Temp_15cm_Avg","O2 soil temperature","Deg C","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2149","GACP2045",2045,"GACP","Soils","Dielect_perm_1_5cm_Avg","soil Dielectric permitivitty","unitless","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2150","GACP2046",2046,"GACP","Soils","Soil_temp_1_5cm_Avg","Soil moisture temperature","Deg C","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2151","GACP2047",2047,"GACP","Soils","VWC_1_5cm_Avg","Volumetric Water Content","cm^3/cm^3","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2152","GACP2048",2048,"GACP","Soils","Dielect_perm_1_15cm_Avg","soil Dielectric permitivitty","unitless","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2153","GACP2049",2049,"GACP","Soils","Soil_temp_1_15cm_Avg","Soil moisture temperature","Deg C","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil temperature","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
"2154","GACP2050",2050,"GACP","Soils","VWC_1_15cm_Avg","Volumetric Water Content","cm^3/cm^3","15 min","15 minute","5/25/2016","2016-05-25","2016-05-25","4/5/2018","2018-04-05","2018-04-05",2,"Tim Strickland",".csv","",,,"DN_OF_27","closed","Soil","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","soil moisture","Soil",,"",,"Natural Resources, Earth and Environmental Sciences","geoscientificInformation",
